name,description,link_url,code_url,type,categories
Hack Task Aggregator,"Application to aggregate tasks across projects that are identified for ""hacking"".",http://open-austin.github.io/hack-task-aggregator/public/index.html,https://github.com/open-austin/hack-task-aggregator,web application,"project management,civic hacking"
MetroRappid,Realtime map of Austin's MetroRapid and MetroRail routes.,http://metrorappid.com,https://github.com/luqmaan/metrorappid,web application,"transit,transportation,bus,train"
Vote ATX,Voting place finder for Austin/Travis County elections.,http://voteatx.us/,https://github.com/chip-rosenthal/voteatx,web application,"elections,politics,voting"
Austin Restaurant Scores,Application to query Austin/Travis County Health Department restaurant inspection scores.,http://open-austin.github.io/atx-restaurant-scores/public/index.html,https://github.com/open-austin/atx-restaurant-scores,web application,food safety
